crash_id,year,make,model,vehicle_class,test_type,mass_kg,velocity_kmh,angle_deg,a_pillar_thickness_mm,crumple_zone_length_m,yield_strength_mpa,section_height_mm,section_width_mm,hic,chest_g,intrusion_m,fatality_prob,ais_severity,crush_m,energy_absorbed_j,kinetic_energy_j,p_critical_n
NHTSA-2003-FR-0381,2003,Ford,Fusion,sedan,frontal,1343.9,56.7,13.8,1.39,0.94,415.2,148.7,97.2,1156.24,39.24,0.0708,0.0164,3,0.3798,140321.9,166685.6,6326287.1
NHTSA-2023-RO-0382,2023,Chevrolet,Silverado,truck,rollover,2549.8,41.3,24.7,1.31,0.966,364.3,153.8,111.9,387.15,20.81,0.0,0.001,1,0.3635,148175.7,167792.0,8528426.8
NHTSA-2019-SI-0383,2019,Chevrolet,Equinox,suv,side,1794.6,47.7,85.5,1.32,0.922,398.6,161.6,119.9,894.31,35.11,0.2218,0.5943,5,0.3172,140722.6,157532.2,28429186.6
NHTSA-2002-FR-0384,2002,Tesla,Model Y,ev,frontal,2271.1,63.7,9.2,1.64,0.911,402.6,160.2,126.5,1437.43,49.64,0.0547,0.0478,3,0.4266,297509.8,355533.2,11291090.4
NHTSA-2003-RO-0385,2003,Ram,1500,truck,rollover,2557.1,35.5,43.6,1.73,0.905,528.1,161.0,128.6,479.91,52.99,0.0,0.0356,3,0.1282,107915.4,124328.1,15607181.9
NHTSA-2015-FR-0386,2015,Toyota,Tundra,truck,frontal,2057.9,53.2,9.2,1.49,0.826,553.4,150.1,115.4,1070.68,47.89,0.0328,0.0238,3,0.2595,185296.3,224704.9,10081318.0
NHTSA-2002-SI-0387,2002,Ford,Fusion,sedan,side,1341.9,48.9,92.6,1.13,0.747,314.3,161.9,101.0,782.31,27.47,0.3403,0.9996,5,0.4382,107944.8,123794.9,33280034.7
NHTSA-2007-SI-0388,2007,Hyundai,Sonata,sedan,side,1254.7,59.6,91.9,1.19,0.948,456.9,150.2,98.9,1602.84,41.09,0.2929,0.9894,5,0.3997,142070.9,171948.1,17953452.4
NHTSA-2001-SI-0389,2001,Chevrolet,Silverado,truck,side,2627.6,50.3,94.6,1.2,0.744,550.8,150.3,112.5,975.17,36.23,0.2397,0.778,5,0.3797,221973.6,256484.0,32148688.0
NHTSA-2020-RO-0390,2020,GMC,Sierra,truck,rollover,2183.4,31.7,21.1,1.52,0.818,408.4,187.8,122.0,357.54,32.65,0.0,0.0031,1,0.1345,73653.9,84648.0,23292540.7
NHTSA-2017-SI-0391,2017,Nissan,Altima,sedan,side,1469.2,59.4,92.4,0.98,0.991,449.2,151.7,107.4,1101.99,28.55,0.3774,1.0,5,0.5287,169525.9,199994.9,14713454.9
NHTSA-2019-FR-0392,2019,Toyota,RAV4,suv,frontal,2257.4,56.3,12.2,1.51,0.887,379.0,148.1,110.2,673.09,30.49,0.0397,0.0039,1,0.5006,233624.5,276051.6,8309762.9
NHTSA-2020-FR-0393,2020,Rivian,R1T,ev,frontal,2163.4,64.7,11.0,1.56,0.929,411.2,160.3,125.8,1208.71,43.76,0.0553,0.0213,3,0.4367,294327.4,349389.9,10318862.1
NHTSA-2016-FR-0394,2016,Ford,Mustang Mach-E,ev,frontal,2288.6,50.2,10.6,1.55,0.882,412.9,162.5,122.5,843.29,39.63,0.049,0.0097,2,0.3012,191355.4,222506.3,11524877.8
NHTSA-2000-FR-0395,2000,Ford,F-150,truck,frontal,2205.8,47.9,11.0,1.65,0.734,387.7,157.3,117.7,874.53,38.05,0.0339,0.0081,2,0.2795,160740.0,195255.0,15935020.5
NHTSA-2005-SI-0396,2005,Jeep,Grand Cherokee,suv,side,2200.9,52.0,93.4,1.03,1.026,400.4,167.6,113.5,602.73,22.59,0.2624,0.9245,5,0.556,191590.2,229600.1,18895677.8
NHTSA-2005-RO-0397,2005,Chevrolet,Equinox,suv,rollover,2183.2,42.5,31.7,1.15,0.881,487.0,151.2,110.3,572.64,28.53,0.0,0.0023,1,0.3077,133737.4,152137.5,8593582.3
NHTSA-2012-SI-0398,2012,Hyundai,Ioniq 5,ev,side,1810.1,44.8,94.4,1.27,1.07,403.0,169.7,122.3,977.21,37.8,0.2955,0.9906,5,0.2378,117115.1,140159.8,23100250.8
NHTSA-2010-RO-0399,2010,Ford,Mustang Mach-E,ev,rollover,2168.1,32.6,23.3,1.2,1.095,420.7,161.7,126.4,394.95,37.3,0.0072,0.0054,1,0.1559,76521.0,88895.4,7456402.2
NHTSA-2017-RO-0400,2017,Ford,Explorer,suv,rollover,1765.0,36.5,37.9,1.08,1.03,440.4,166.1,121.7,456.4,30.87,0.0,0.0027,1,0.1972,77233.8,90718.4,7879685.5
NHTSA-2008-RO-0401,2008,Chevrolet,Equinox,suv,rollover,2322.9,41.6,28.4,1.57,0.93,365.0,168.7,121.3,568.33,30.43,0.0,0.0027,1,0.2736,132210.0,155089.4,14397617.9
NHTSA-2014-FR-0402,2014,GMC,Sierra,truck,frontal,2026.1,53.3,0.9,1.36,0.849,518.0,158.8,112.9,974.78,37.37,0.0484,0.0094,2,0.3188,193228.6,222065.1,9809754.1
NHTSA-2019-FR-0403,2019,Chevrolet,Bolt,ev,frontal,1826.9,58.6,12.9,1.26,0.911,463.3,159.5,113.6,1121.36,40.5,0.0706,0.0165,3,0.3832,209773.0,242033.2,8025648.7
NHTSA-2017-SI-0404,2017,Chevrolet,Silverado,truck,side,2152.4,45.3,91.1,1.51,0.95,515.5,161.3,127.0,1013.38,47.81,0.2127,0.5005,4,0.2045,147964.2,170405.8,31640329.9
NHTSA-2004-RO-0405,2004,Chevrolet,Equinox,suv,rollover,2251.4,33.4,30.6,1.2,0.797,507.4,172.1,109.1,416.3,27.39,0.0,0.0018,1,0.1899,86329.8,96897.1,14722537.5
NHTSA-2011-SI-0406,2011,Chevrolet,Equinox,suv,side,1814.4,54.2,89.5,1.11,0.846,491.8,158.8,123.1,1221.5,41.54,0.2769,0.9685,5,0.3527,169434.4,205634.8,27890566.8
NHTSA-2005-FR-0407,2005,Toyota,RAV4,suv,frontal,2036.5,51.5,2.7,1.55,0.912,426.3,152.1,115.2,859.4,39.25,0.0292,0.0087,2,0.3315,178220.7,208383.8,8849687.3
NHTSA-2007-SI-0408,2007,Toyota,Tundra,truck,side,2000.2,46.5,94.6,1.61,0.98,390.7,159.3,114.0,988.36,38.49,0.1847,0.2347,4,0.2836,151987.5,166857.0,28491208.2
NHTSA-2012-RO-0409,2012,Ford,Explorer,suv,rollover,2212.7,32.0,32.8,1.4,0.781,437.1,174.5,120.5,329.93,30.26,0.0,0.0024,1,0.152,75895.6,87415.3,19679351.0
NHTSA-2019-SI-0410,2019,Jeep,Grand Cherokee,suv,side,1893.6,35.5,90.2,1.53,0.925,422.7,145.5,114.6,583.58,33.07,0.1739,0.1631,4,0.1551,77304.9,92068.3,24734843.7
NHTSA-2000-RO-0411,2000,Chevrolet,Bolt,ev,rollover,1861.4,35.8,21.0,1.41,1.088,405.8,155.1,120.7,504.93,40.51,0.0,0.0078,1,0.1593,84756.1,92038.8,7765037.4
NHTSA-2000-FR-0412,2000,Chevrolet,Silverado,truck,frontal,2459.9,55.2,0.8,1.36,0.956,427.4,174.6,121.3,869.42,34.74,0.0647,0.0082,2,0.4548,250321.9,289174.9,10147886.5
NHTSA-2021-RO-0413,2021,Toyota,Camry,sedan,rollover,1493.1,44.2,41.6,1.34,0.767,493.0,159.7,110.0,763.61,37.59,0.008,0.0065,1,0.2055,95094.0,112537.8,14926082.3
NHTSA-2005-SI-0414,2005,Hyundai,Ioniq 5,ev,side,2003.2,36.6,93.2,1.7,1.085,353.1,155.7,115.4,609.69,35.02,0.1915,0.2834,4,0.1684,90219.6,103526.5,23419535.3
NHTSA-2003-SI-0415,2003,Hyundai,Tucson,suv,side,2014.7,57.9,86.5,1.45,0.754,418.2,151.3,121.9,1484.62,45.49,0.1974,0.3603,4,0.4064,220976.5,260574.9,40435974.7
NHTSA-2013-FR-0416,2013,Rivian,R1T,ev,frontal,1967.9,46.3,2.3,1.31,0.873,478.8,166.8,125.5,753.11,44.94,0.0525,0.0156,1,0.2242,139913.4,162753.4,10796831.8
NHTSA-2001-RO-0417,2001,Ford,Mustang Mach-E,ev,rollover,2257.4,33.1,36.8,1.19,1.054,511.6,169.4,126.6,406.3,38.61,0.0079,0.0063,1,0.1448,85549.9,95417.8,8902203.2
NHTSA-2002-FR-0418,2002,Toyota,Tundra,truck,frontal,2555.3,45.9,9.3,1.59,0.88,370.1,169.0,122.6,525.51,36.93,0.0396,0.0061,1,0.3184,174692.1,207698.0,13011422.6
NHTSA-2021-SI-0419,2021,Toyota,Camry,sedan,side,1495.5,54.5,91.3,1.23,0.739,309.9,165.7,95.1,633.96,22.48,0.2907,0.9869,5,0.5485,141222.5,171373.8,37534209.7
NHTSA-2010-SI-0420,2010,GMC,Sierra,truck,side,2738.7,35.1,90.3,1.33,0.782,543.2,151.8,127.6,539.85,40.34,0.2642,0.9322,5,0.1665,112241.7,130173.8,35995931.7
NHTSA-2016-SI-0421,2016,Chevrolet,Bolt,ev,side,2417.3,56.9,95.0,1.48,0.991,386.4,178.3,128.8,1194.71,34.49,0.255,0.8899,5,0.4439,271759.5,301939.6,36361917.3
NHTSA-2007-SI-0422,2007,Tesla,Model Y,ev,side,2472.3,55.5,88.8,1.26,0.942,419.2,159.3,118.1,1090.49,33.31,0.2678,0.9447,5,0.4624,242076.4,293800.2,24909785.3
NHTSA-2011-FR-0423,2011,Tesla,Model Y,ev,frontal,2353.0,53.8,13.5,1.21,0.885,361.1,152.1,127.3,735.7,32.46,0.1004,0.0147,1,0.4686,220767.1,262755.3,7933872.5
NHTSA-2012-FR-0424,2012,Chevrolet,Malibu,sedan,frontal,1527.0,62.1,1.9,1.32,0.919,478.7,149.5,111.3,1150.41,43.19,0.0874,0.0233,3,0.4101,191693.8,227189.0,6994342.3
NHTSA-2008-FR-0425,2008,GMC,Sierra,truck,frontal,2008.7,59.5,10.8,1.49,0.712,414.9,175.3,123.3,1135.35,47.26,0.0628,0.0257,3,0.3894,235513.4,274355.7,20410041.5
NHTSA-2018-SI-0426,2018,Tesla,Model Y,ev,side,1922.4,43.9,88.5,1.49,1.018,374.3,168.2,119.5,905.59,32.53,0.2407,0.7864,5,0.2335,122721.3,142934.7,28738828.5
NHTSA-2017-SI-0427,2017,Nissan,Altima,sedan,side,1469.2,35.6,92.6,1.45,0.9,461.6,161.4,106.1,496.52,41.18,0.2985,0.9924,5,0.1408,61874.9,71836.6,29976099.8
NHTSA-2022-RO-0428,2022,Ford,Explorer,suv,rollover,1817.0,54.9,30.8,1.55,0.81,494.2,174.9,122.7,1362.22,46.89,0.0,0.0331,3,0.2706,178264.1,211283.0,20559677.3
NHTSA-2004-SI-0429,2004,Ram,1500,truck,side,2006.0,37.1,93.4,1.7,0.929,540.6,155.3,125.6,658.58,68.02,0.1737,0.3344,4,0.1172,96446.1,106523.1,33717818.1
NHTSA-2017-FR-0430,2017,GMC,Sierra,truck,frontal,2101.8,50.2,3.9,1.66,0.88,442.4,160.4,119.1,931.59,42.79,0.0285,0.0128,2,0.2701,177175.1,204344.9,11767669.7
NHTSA-2016-RO-0431,2016,Nissan,Altima,sedan,rollover,1454.5,38.2,36.2,1.3,0.736,309.1,160.7,101.6,468.94,25.45,0.0055,0.0017,1,0.2568,68206.1,81885.2,15142395.9
NHTSA-2017-SI-0432,2017,Hyundai,Ioniq 5,ev,side,2017.6,56.9,92.3,1.1,0.994,449.5,172.6,125.5,1312.59,36.1,0.331,0.9993,5,0.4294,220556.9,252014.0,24633120.1
NHTSA-2007-SI-0433,2007,Toyota,Camry,sedan,side,1652.5,38.5,85.2,1.31,0.912,402.0,144.7,109.9,644.53,32.59,0.2884,0.9848,5,0.2185,80040.2,94499.2,20983352.6
NHTSA-2008-SI-0434,2008,Chevrolet,Malibu,sedan,side,1649.9,38.3,87.6,1.45,0.922,390.1,166.6,107.1,621.35,33.95,0.2417,0.7948,5,0.2093,80001.3,93372.8,30976697.5
NHTSA-2018-RO-0435,2018,Ford,Explorer,suv,rollover,1984.0,42.7,31.6,1.5,0.796,496.4,157.2,113.7,664.78,39.54,0.0,0.0074,1,0.2009,116820.9,139560.5,15243074.6
NHTSA-2020-FR-0436,2020,Ford,F-150,truck,frontal,2737.3,62.7,0.4,1.17,0.909,507.5,163.7,122.7,750.58,34.46,0.1098,0.0202,1,0.6004,355673.9,415166.7,8404436.2
NHTSA-2009-RO-0437,2009,Chevrolet,Bolt,ev,rollover,1857.5,42.2,33.5,1.25,1.021,381.6,159.8,113.5,663.6,35.31,0.0,0.0047,1,0.2555,109633.2,127620.0,8054606.9
NHTSA-2012-RO-0438,2012,Ford,F-150,truck,rollover,2492.0,48.9,33.5,1.62,0.953,401.6,162.3,120.4,1016.55,36.0,0.0,0.0079,2,0.3235,191643.9,229895.7,12845897.8
NHTSA-2002-FR-0439,2002,Hyundai,Sonata,sedan,frontal,1614.0,54.8,3.5,1.16,0.831,343.3,144.4,109.0,671.85,26.09,0.1218,0.0266,1,0.5485,166126.6,186994.9,6857391.0
NHTSA-2017-RO-0440,2017,Hyundai,Tucson,suv,rollover,1859.7,47.4,36.5,1.48,1.008,438.0,146.9,123.2,845.58,39.94,0.0,0.0086,2,0.2548,139914.1,161199.8,8485058.7
NHTSA-2017-SI-0441,2017,Chevrolet,Malibu,sedan,side,1658.0,37.7,94.6,0.94,0.879,359.0,157.5,109.1,352.76,19.19,0.397,1.0,5,0.3227,77605.7,90914.3,19810920.4
NHTSA-2008-SI-0442,2008,Ford,Fusion,sedan,side,1689.1,46.7,90.6,1.24,0.957,482.1,142.9,112.1,1045.93,38.7,0.3077,0.996,5,0.2797,120128.8,142119.6,17795942.4
NHTSA-2006-FR-0443,2006,Honda,CR-V,suv,frontal,2036.6,58.2,7.6,1.47,0.972,471.4,152.6,119.8,1185.02,42.32,0.0384,0.0177,3,0.3947,233718.9,266144.0,7667150.7
NHTSA-2016-FR-0444,2016,Tesla,Model 3,ev,frontal,2202.8,48.2,11.5,1.12,0.979,400.8,154.8,121.0,555.46,27.49,0.078,0.0066,1,0.3788,168570.1,197439.5,6038784.7
NHTSA-2019-RO-0445,2019,GMC,Sierra,truck,rollover,2002.1,47.8,33.7,1.78,0.957,420.9,184.0,126.8,881.81,47.64,0.0,0.0201,3,0.2198,153660.2,176484.5,19402807.6
NHTSA-2022-FR-0446,2022,Ford,Explorer,suv,frontal,2164.8,54.8,11.2,1.43,0.843,453.9,163.5,106.8,776.11,32.9,0.0381,0.005,1,0.418,211028.2,250809.5,10773760.2
NHTSA-2014-RO-0447,2014,Hyundai,Tucson,suv,rollover,1812.0,51.8,36.0,1.17,0.879,513.7,160.1,124.0,1154.96,40.59,0.0,0.0142,3,0.2989,156358.9,187578.4,10883189.5
NHTSA-2020-SI-0448,2020,Honda,Accord,sedan,side,1435.5,49.9,92.0,1.21,0.818,382.9,143.3,96.9,889.39,28.93,0.289,0.9854,5,0.3695,110467.1,137901.6,21639950.3
NHTSA-2015-SI-0449,2015,Chevrolet,Bolt,ev,side,2133.9,56.9,94.8,1.37,0.895,498.3,170.2,112.6,1580.52,41.05,0.2533,0.8848,5,0.3638,229963.5,266540.7,33834142.0
NHTSA-2005-RO-0450,2005,Toyota,RAV4,suv,rollover,1953.4,44.3,27.9,1.07,1.021,501.5,169.5,123.9,669.02,33.97,0.0008,0.0042,1,0.2794,128291.6,147898.5,8434400.9
NHTSA-2001-SI-0451,2001,Tesla,Model 3,ev,side,1865.7,39.8,88.9,1.53,0.905,367.8,156.8,122.3,799.92,45.32,0.251,0.8662,5,0.1827,98455.9,114017.9,32194937.0
NHTSA-2000-FR-0452,2000,Nissan,Altima,sedan,frontal,1423.1,54.2,8.3,1.26,1.0,336.8,145.2,106.0,669.97,32.28,0.094,0.012,1,0.4698,141387.0,161286.9,5098443.4
NHTSA-2024-RO-0453,2024,Chevrolet,Silverado,truck,rollover,2071.5,37.7,26.5,1.41,0.898,426.2,169.0,124.3,521.26,35.07,0.0,0.0043,1,0.182,99310.6,113588.0,14207801.2
NHTSA-2008-RO-0454,2008,GMC,Sierra,truck,rollover,2760.2,37.3,24.0,1.64,0.784,399.1,185.8,124.3,510.34,37.77,0.0,0.0057,1,0.2068,124911.5,148157.4,26955452.1
NHTSA-2021-FR-0455,2021,Hyundai,Sonata,sedan,frontal,1719.1,53.9,11.4,1.21,0.853,337.2,157.7,114.1,551.25,24.72,0.109,0.0168,1,0.5008,160123.3,192683.1,8595764.3
NHTSA-2013-SI-0456,2013,Hyundai,Tucson,suv,side,1889.2,36.6,85.9,1.6,0.755,349.3,149.9,124.6,576.83,39.34,0.1872,0.2508,4,0.1706,81217.6,97634.9,44106163.3
NHTSA-2006-FR-0457,2006,Chevrolet,Equinox,suv,frontal,1754.7,63.2,9.8,1.05,0.962,486.9,159.8,106.3,1009.25,31.04,0.0721,0.0094,2,0.5862,237930.1,270397.1,5783277.6
NHTSA-2022-RO-0458,2022,Ford,Mustang Mach-E,ev,rollover,2478.7,49.1,26.8,1.28,0.994,409.5,177.1,111.3,547.55,25.12,0.0,0.0017,1,0.432,208822.3,230543.0,10929573.9
NHTSA-2018-RO-0459,2018,Jeep,Grand Cherokee,suv,rollover,2128.8,51.7,27.1,1.48,0.848,476.1,148.9,121.2,1074.9,36.15,0.0,0.009,2,0.3235,195887.6,219523.5,12224536.0
NHTSA-2019-FR-0460,2019,Toyota,Tundra,truck,frontal,2779.2,46.6,6.4,1.66,0.987,462.4,163.0,123.6,658.72,40.7,0.0283,0.0089,1,0.2736,193211.0,232839.5,9967840.9
NHTSA-2005-SI-0461,2005,Toyota,Tundra,truck,side,2026.1,52.7,93.7,1.1,0.895,470.1,172.7,112.1,1048.79,37.5,0.2632,0.9284,5,0.4045,182009.4,217093.6,28180162.1
NHTSA-2001-SI-0462,2001,Ram,1500,truck,side,2402.6,35.2,88.1,1.61,0.987,368.5,165.9,130.0,614.22,40.05,0.2249,0.6282,5,0.1687,94362.1,114850.2,33852441.3
NHTSA-2003-FR-0463,2003,Ram,1500,truck,frontal,2098.0,55.2,14.2,1.53,0.804,454.8,161.8,112.3,1140.19,43.07,0.0388,0.0173,3,0.344,207521.6,246631.6,12766035.0
NHTSA-2006-RO-0464,2006,Honda,CR-V,suv,rollover,2303.1,35.7,25.6,1.41,0.966,427.5,150.3,111.3,438.79,32.05,0.0,0.003,1,0.2101,96017.7,113243.7,8648296.5
NHTSA-2002-SI-0465,2002,Chevrolet,Silverado,truck,side,2038.9,50.3,93.9,1.72,0.87,497.4,172.9,113.8,1456.38,54.68,0.1923,0.335,4,0.2387,172814.3,199020.1,46667071.8
NHTSA-2004-RO-0466,2004,Tesla,Model Y,ev,rollover,2193.6,33.3,35.3,1.22,1.036,504.6,169.0,112.2,446.38,36.45,0.0,0.0048,1,0.1491,79097.6,93844.9,8643642.0
NHTSA-2023-RO-0467,2023,GMC,Sierra,truck,rollover,2399.2,48.1,33.0,1.23,0.756,442.5,162.9,116.4,600.85,28.36,0.0,0.0023,1,0.3779,187929.1,214151.7,15390942.8
NHTSA-2009-RO-0468,2009,Chevrolet,Malibu,sedan,rollover,1437.2,35.7,29.1,1.02,0.912,342.2,169.5,99.3,370.02,22.69,0.0174,0.0014,1,0.2667,59329.0,70667.3,8700855.5
NHTSA-2016-SI-0469,2016,Ram,1500,truck,side,2642.1,51.6,93.8,1.27,0.974,361.2,175.8,119.1,573.57,23.0,0.2748,0.9635,5,0.5436,236315.5,271402.4,29737004.5
NHTSA-2015-SI-0470,2015,Hyundai,Ioniq 5,ev,side,2344.4,49.5,85.8,1.66,1.051,430.7,155.6,111.7,1060.68,40.39,0.1907,0.2818,4,0.2921,186091.2,221619.1,23809890.7
NHTSA-2014-RO-0471,2014,Tesla,Model 3,ev,rollover,2393.0,31.6,38.6,1.64,1.063,369.2,168.1,114.4,353.38,33.45,0.0,0.0034,1,0.1529,81582.2,92189.6,10951381.5
NHTSA-2004-RO-0472,2004,Toyota,Camry,sedan,rollover,1400.9,32.9,39.2,1.38,0.877,421.4,145.5,107.0,412.86,36.99,0.0055,0.0052,1,0.1282,49244.5,58501.1,9268509.9
NHTSA-2006-FR-0473,2006,Hyundai,Ioniq 5,ev,frontal,1914.2,63.1,4.9,1.15,0.948,463.3,153.7,113.9,1336.1,36.72,0.0877,0.0261,3,0.4849,248033.4,294043.1,6229981.3
NHTSA-2017-FR-0474,2017,Hyundai,Tucson,suv,frontal,2298.7,62.8,5.3,1.26,0.98,415.0,152.5,115.2,690.06,30.0,0.0682,0.006,1,0.665,303845.5,349757.1,6307164.0
NHTSA-2004-RO-0475,2004,Toyota,Tundra,truck,rollover,2675.5,42.8,24.5,1.13,0.975,522.7,186.3,113.3,535.42,31.26,0.0,0.0029,1,0.3174,159894.8,189085.2,11470657.5
NHTSA-2022-FR-0476,2022,Toyota,Tundra,truck,frontal,2524.1,48.2,1.1,1.37,0.733,411.8,163.5,115.7,514.95,29.29,0.0597,0.0045,1,0.3727,191338.1,226238.0,14431741.5
NHTSA-2021-SI-0477,2021,Honda,CR-V,suv,side,2349.2,59.0,92.6,1.12,0.835,442.3,161.0,106.6,723.08,24.53,0.2275,0.6551,5,0.6342,258423.8,315492.5,27011660.1
NHTSA-2003-RO-0478,2003,Tesla,Model Y,ev,rollover,1801.3,34.7,21.6,1.7,0.913,511.0,163.9,112.8,482.45,62.89,0.0,0.1171,4,0.0985,73204.9,83677.8,14343767.3
NHTSA-2012-FR-0479,2012,Hyundai,Sonata,sedan,frontal,1262.8,49.0,4.7,1.45,0.942,327.3,150.1,104.5,815.89,34.8,0.057,0.0071,2,0.3038,97389.0,116974.6,7046432.3
NHTSA-2007-FR-0480,2007,Honda,CR-V,suv,frontal,1841.1,56.5,7.9,1.54,1.029,514.7,179.7,120.6,1305.91,50.75,0.0241,0.0398,3,0.2863,189148.8,226745.8,10534831.7
NHTSA-2021-RO-0481,2021,Honda,CR-V,suv,rollover,2203.3,47.4,33.5,1.27,0.901,358.7,164.9,120.1,510.93,25.13,0.0,0.0016,1,0.41,161959.3,190983.3,11753499.2
NHTSA-2003-FR-0482,2003,Ford,Explorer,suv,frontal,1953.1,54.0,8.5,1.58,0.918,341.7,161.7,117.0,828.57,32.92,0.0368,0.0053,2,0.4135,188435.2,219723.8,10376170.5
NHTSA-2012-SI-0483,2012,Honda,CR-V,suv,side,2246.1,41.7,85.7,1.08,0.781,439.8,172.1,123.1,561.06,28.98,0.2863,0.9825,5,0.3018,125312.3,150683.7,38412084.8
NHTSA-2010-RO-0484,2010,Hyundai,Sonata,sedan,rollover,1413.8,46.5,30.3,1.07,0.852,457.9,141.8,97.5,695.27,32.22,0.016,0.0038,1,0.3079,95860.8,117939.4,6772513.2
NHTSA-2008-RO-0485,2008,GMC,Sierra,truck,rollover,2091.2,45.5,20.2,1.41,0.816,550.5,186.0,121.5,919.35,49.6,0.0,0.0254,3,0.2064,143844.2,167025.7,21209203.6
NHTSA-2006-RO-0486,2006,Rivian,R1T,ev,rollover,2161.7,45.5,44.5,1.46,0.989,492.9,173.7,126.1,937.39,51.91,0.0,0.0333,3,0.2092,148704.7,172656.6,13047815.3
NHTSA-2021-FR-0487,2021,Toyota,Tundra,truck,frontal,2738.9,45.4,10.0,1.21,0.873,406.1,150.2,125.8,423.53,26.2,0.0715,0.0051,1,0.3895,186723.2,217797.5,7853309.4
NHTSA-2002-RO-0488,2002,Ram,1500,truck,rollover,2427.2,52.4,23.1,1.79,0.704,372.9,188.6,117.4,1134.98,34.64,0.0,0.0098,2,0.3584,221041.2,257118.4,36287730.1
NHTSA-2008-SI-0489,2008,Hyundai,Ioniq 5,ev,side,2396.9,46.2,90.0,1.14,0.941,406.4,173.5,112.6,639.41,28.45,0.2623,0.9242,5,0.4003,172633.5,197378.1,26767034.2
NHTSA-2008-RO-0490,2008,Toyota,Camry,sedan,rollover,1527.6,35.5,34.3,1.19,0.729,308.0,148.0,114.2,392.62,23.46,0.0169,0.0015,1,0.234,63313.2,74273.1,12649749.2
NHTSA-2009-FR-0491,2009,Chevrolet,Bolt,ev,frontal,2204.9,45.7,1.8,1.48,0.926,531.3,159.7,113.8,791.18,48.16,0.0367,0.0214,3,0.2103,147911.9,177658.6,9120498.1
NHTSA-2016-SI-0492,2016,Honda,CR-V,suv,side,1812.4,53.8,87.5,1.54,1.043,467.5,168.0,113.5,1446.75,40.48,0.1682,0.1596,4,0.3006,170309.5,202387.5,27214966.7
NHTSA-2010-RO-0493,2010,Hyundai,Ioniq 5,ev,rollover,1990.9,34.5,34.1,1.48,1.058,385.6,175.3,123.5,417.45,38.92,0.0,0.0064,1,0.1468,79572.5,91422.4,11635300.3
NHTSA-2007-SI-0494,2007,Toyota,RAV4,suv,side,1913.1,35.1,92.8,1.27,0.987,401.5,151.6,121.5,563.0,29.29,0.2168,0.5364,5,0.1863,78056.1,90932.0,20793433.2
NHTSA-2015-FR-0495,2015,Toyota,Tundra,truck,frontal,2052.8,57.2,7.7,1.13,0.979,460.1,168.7,129.3,904.45,34.87,0.0795,0.0107,2,0.4348,226500.1,259121.6,7790729.0
NHTSA-2024-SI-0496,2024,Honda,Accord,sedan,side,1399.0,52.4,90.5,0.99,0.878,448.2,144.9,115.0,996.89,28.64,0.367,1.0,5,0.3843,130114.2,148199.0,17849529.3
NHTSA-2019-RO-0497,2019,Hyundai,Tucson,suv,rollover,2131.1,49.6,40.9,1.41,0.922,433.3,149.2,111.7,811.53,30.75,0.0,0.0038,2,0.3548,171891.6,202270.3,9355633.3
NHTSA-2019-SI-0498,2019,GMC,Sierra,truck,side,2203.3,39.5,91.1,1.45,0.87,509.9,184.7,127.3,731.55,44.82,0.2272,0.6562,5,0.1652,113043.9,132627.3,49825441.2
NHTSA-2003-FR-0499,2003,Toyota,RAV4,suv,frontal,2338.7,49.6,13.1,1.54,0.903,379.2,159.2,119.0,658.29,32.68,0.0337,0.0043,1,0.389,194069.5,221974.4,10206771.3
NHTSA-2002-FR-0500,2002,Hyundai,Sonata,sedan,frontal,1554.3,48.8,12.9,1.23,0.933,485.6,148.9,114.4,939.47,40.94,0.0754,0.0145,2,0.2762,121030.4,142803.7,6398794.1
NHTSA-2009-FR-0501,2009,GMC,Sierra,truck,frontal,2178.9,59.2,8.5,1.37,0.968,445.9,188.0,118.3,1098.58,43.46,0.0528,0.0175,3,0.441,247634.7,294608.8,11666053.9
NHTSA-2004-RO-0502,2004,Chevrolet,Silverado,truck,rollover,2208.3,42.8,43.2,1.15,0.871,381.2,156.4,114.3,504.28,25.54,0.0,0.0017,1,0.3625,139903.0,156066.8,9750962.9
NHTSA-2013-SI-0503,2013,Tesla,Model 3,ev,side,1906.4,41.4,91.9,1.26,1.0,517.1,165.9,127.7,732.26,48.86,0.2891,0.9858,5,0.1744,112435.5,126060.7,25658434.8
NHTSA-2018-FR-0504,2018,Nissan,Altima,sedan,frontal,1543.1,47.7,1.4,0.99,0.995,485.3,160.2,104.9,670.15,29.85,0.0922,0.0107,1,0.3433,112301.9,135455.2,5088197.4
NHTSA-2011-RO-0505,2011,Toyota,Camry,sedan,rollover,1517.8,36.0,24.9,1.37,0.907,325.3,146.9,103.7,429.94,27.15,0.0042,0.0019,1,0.2174,63640.6,75890.0,8610881.8
NHTSA-2007-RO-0506,2007,Toyota,Camry,sedan,rollover,1551.7,39.5,29.1,1.04,0.774,445.5,155.2,112.5,549.75,28.54,0.0253,0.0027,1,0.2411,80940.1,93404.3,10873544.4
NHTSA-2006-SI-0507,2006,Toyota,RAV4,suv,side,1997.5,35.1,94.8,1.41,0.802,444.4,159.0,119.0,559.76,33.95,0.1989,0.3482,4,0.1662,84212.2,94943.7,38374034.2
